,Party,Donee,value
558,Mr Dominic Raab MP,Regulated Donee,25000.0
559,Liberal Democrats,Political Party,12500.0
560,Liberal Democrats,Political Party,2516.36
561,Liberal Democrats,Political Party,25000.0
562,Liberal Democrats,Political Party,2000.0
563,The Rt Hon Jeremy Hunt MP,Regulated Donee,25000.0
564,James Cleverly MP,Regulated Donee,5000.0
565,Liberal Democrats,Political Party,12500.0
566,Liberal Democrats,Political Party,15000.0
567,Liberal Democrats,Political Party,5000.0
568,The Rt Hon Jeremy Hunt MP,Regulated Donee,5000.0
569,The Rt Hon Jeremy Hunt MP,Regulated Donee,10000.0
570,The Rt Hon Jeremy Hunt MP,Regulated Donee,10000.0
571,James Cleverly MP,Regulated Donee,2000.0
572,The Rt Hon Esther McVey,Regulated Donee,5000.0
573,Mr Boris Johnson MP,Regulated Donee,25000.0
574,SDLP (Social Democratic & Labour Party),Political Party,7773.42
575,Sinn Féin,Political Party,3710.12
576,Labour Party,Political Party,15000.0
577,Liberal Democrats,Political Party,10000.0
578,Mr Rory Stewart MP,Regulated Donee,2000.0
579,Mr Rory Stewart MP,Regulated Donee,2500.0
580,Green Party,Political Party,100.0
581,Mr Dominic Raab MP,Regulated Donee,5000.0
582,Mr Rory Stewart MP,Regulated Donee,10000.0
583,Green Party,Political Party,3930.37
584,Liberal Democrats,Political Party,10500.0
585,Sinn Féin,Political Party,13163.1
586,Mr Rory Stewart MP,Regulated Donee,5000.0
587,Mr Dominic Raab MP,Regulated Donee,25000.0
588,Alliance - Alliance Party of Northern Ireland,Political Party,1652.78
589,People Before Profit Alliance,Political Party,2207.22
590,Traditional Unionist Voice - TUV,Political Party,2295.18
591,Green Party,Political Party,5000.0
592,Alliance - Alliance Party of Northern Ireland,Political Party,5315.49
593,Labour Party,Political Party,2500.0
594,Mr Rory Stewart MP,Regulated Donee,5000.0
595,Mr Boris Johnson MP,Regulated Donee,10000.0
596,Ulster Unionist Party,Political Party,6272.46
597,Labour Party,Political Party,1830.0
598,The Rt Hon Esther McVey,Regulated Donee,5000.0
599,Conservative and Unionist Party,Political Party,25000.0
600,Scottish National Party (SNP),Political Party,26985.51
601,Labour Party,Political Party,36291.66
602,Labour Party,Political Party,2000.0
603,Green Party,Political Party,896.0
604,Conservative and Unionist Party,Political Party,40000.0
605,Labour Party,Political Party,2000.0
606,Mr Rory Stewart MP,Regulated Donee,5000.0
607,Mr Boris Johnson MP,Regulated Donee,5000.0
608,Mr Boris Johnson MP,Regulated Donee,20000.0
609,Conservative and Unionist Party,Political Party,20000.0
610,Ulster Unionist Party,Political Party,1581.33
611,The Rt Hon Yvette Cooper MP,Regulated Donee,10000.0
612,Ms Penny Mordaunt MP,Regulated Donee,10000.0
613,Mr Rory Stewart MP,Regulated Donee,10000.0
614,Co-operative Party,Political Party,7500.0
615,Ms Rushanara Ali MP,Regulated Donee,1680.0
616,Naz Shah MP,Regulated Donee,1680.0
617,Co-operative Party,Political Party,7500.0
618,Ms Yasmin Qureshi MP,Regulated Donee,1680.0
619,Mr Rory Stewart MP,Regulated Donee,5000.0
620,Co-operative Party,Political Party,15000.0
621,Liberal Democrats,Political Party,3000.0
622,Mr Stephen Twigg MP,Regulated Donee,1960.0
623,The Brexit Party,Political Party,100000.0
624,The Brexit Party,Political Party,25000.0
625,Mr Bambos Charalambous,Regulated Donee,1960.0
626,The Brexit Party,Political Party,10000.0
627,Ms Helen Goodman MP,Regulated Donee,3304.0
628,Liberal Democrats,Political Party,2194.79
629,Conservative and Unionist Party,Political Party,7488.74
630,Conservative and Unionist Party,Political Party,4000.0
631,Mr Boris Johnson MP,Regulated Donee,10000.0
632,Scottish National Party (SNP),Political Party,50403.36
633,Conservative and Unionist Party,Political Party,10000.0
634,Blue Collar Conservatism Ltd,Regulated Donee,3000.0
635,Conservative and Unionist Party,Political Party,50000.0
636,Liberal Democrats,Political Party,10000.0
637,Conservative and Unionist Party,Political Party,68000.0
638,Liberal Democrats,Political Party,1800.0
639,Conservative and Unionist Party,Political Party,2000.0
640,Plaid Cymru - The Party of Wales,Political Party,8483.67
641,Conservative and Unionist Party,Political Party,25000.0
642,Mr Ian Austin MP,Regulated Donee,5000.0
643,Mr Rory Stewart MP,Regulated Donee,5000.0
644,Conservative and Unionist Party,Political Party,12500.0
645,Conservative and Unionist Party,Political Party,50000.0
646,Labour Party,Political Party,11000.0
647,Liberal Democrats,Political Party,10000.0
648,Conservative and Unionist Party,Political Party,25000.0
649,Liberal Democrats,Political Party,2000.0
650,Liberal Democrats,Political Party,3000.0
651,Conservative and Unionist Party,Political Party,5000.0
652,Liberal Democrats,Political Party,22240.18
653,Mr Boris Johnson MP,Regulated Donee,25000.0
654,Simon Clarke,Regulated Donee,6000.0
655,Liberal Democrats,Political Party,15000.0
656,Liberal Democrats,Political Party,15000.0
657,Dan Carden,Regulated Donee,3304.0
658,Liberal Democrats,Political Party,1800.0
659,Liberal Democrats,Political Party,7500.0
660,Conservative and Unionist Party,Political Party,150000.0
661,The Rt Hon Jeremy Hunt MP,Regulated Donee,8944.84
662,Mr Boris Johnson MP,Regulated Donee,25000.0
663,Mr Rory Stewart MP,Regulated Donee,3000.0
664,Labour Party,Political Party,5000.0
665,Labour Party,Political Party,5000.0
666,Green Party,Political Party,3000.0
667,Labour Party,Political Party,4500.0
668,Conservative and Unionist Party,Political Party,9000.0
669,Labour Party,Political Party,1983.48
670,Green Party,Political Party,10000.0
671,Sinn Féin,Political Party,1000000.0
672,Labour Party,Political Party,2900.0
673,The Brexit Party,Political Party,100000.0
674,Labour Party,Political Party,2700.0
675,Conservative and Unionist Party,Political Party,10416.65
676,Conservative and Unionist Party,Political Party,2900.0
677,Conservative and Unionist Party,Political Party,10015.18
678,Conservative and Unionist Party,Political Party,2400.0
679,Conservative and Unionist Party,Political Party,50000.0
680,Conservative and Unionist Party,Political Party,9000.0
681,Liberal Democrats,Political Party,2000.0
682,Conservative and Unionist Party,Political Party,8431.0
683,Conservative and Unionist Party,Political Party,25251.0
684,Conservative and Unionist Party,Political Party,10416.65
685,Conservative and Unionist Party,Political Party,2900.0
686,Green Party,Political Party,20000.0
687,Liberal Democrats,Political Party,1957.56
688,Liberal Democrats,Political Party,10000.0
689,The Rt Hon Jeremy Hunt MP,Regulated Donee,512.59
690,Scottish National Party (SNP),Political Party,67307.96
691,Democratic Unionist Party - D.U.P.,Political Party,19425.2
692,Conservative and Unionist Party,Political Party,3265.6
693,Labour Party,Political Party,657419.09
694,Labour for a Public-Vote,Regulated Donee,25000.0
695,Conservative and Unionist Party,Political Party,50000.0
696,Conservative and Unionist Party,Political Party,12500.0
697,Conservative and Unionist Party,Political Party,12500.0
698,Conservative and Unionist Party,Political Party,100000.0
699,Conservative and Unionist Party,Political Party,2000.0
700,Sinn Féin,Political Party,14112.11
701,Conservative and Unionist Party,Political Party,25000.0
702,Liberal Democrats,Political Party,53661.33
703,Co-operative Party,Political Party,2500.0
704,Liberal Democrats,Political Party,15000.0
705,Liberal Democrat Friends of Israel,Regulated Donee,10000.0
706,Dr Phillip Lee MP,Regulated Donee,7500.0
707,Labour Party,Political Party,290125.0
708,Wes Streeting,Regulated Donee,7500.0
709,Scottish Green Party,Political Party,2321.86
710,Mr Rory Stewart MP,Regulated Donee,2500.0
711,The Brexit Party,Political Party,100000.0
712,Mr Boris Johnson MP,Regulated Donee,8000.0
713,Liberal Democrats,Political Party,5000.0
714,Mr Boris Johnson MP,Regulated Donee,20000.0
715,The Brexit Party,Political Party,10000.0
716,Labour Party,Political Party,8000.0
717,Ulster Unionist Party,Political Party,2000.0
718,Simon Clarke,Regulated Donee,10000.0
719,Labour Party,Political Party,4500.0
720,Rachel Reeves MP,Regulated Donee,5000.0
721,Green Party,Political Party,10000.0
722,Conservative and Unionist Party,Political Party,2943.48
723,Conservative Voice Limited,Regulated Donee,20000.0
724,Liberal Democrats,Political Party,2000.0
725,Green Party,Political Party,2000.0
726,Mr Rory Stewart MP,Regulated Donee,10000.0
727,Green Party,Political Party,9396.49
728,Conservative and Unionist Party,Political Party,1900.0
729,Conservative and Unionist Party,Political Party,12500.0
730,Conservative and Unionist Party,Political Party,3000.0
731,Labour Party,Political Party,10000.0
732,Conservative and Unionist Party,Political Party,1900.0
733,Mr Rory Stewart MP,Regulated Donee,10000.0
734,Conservative and Unionist Party,Political Party,1800.0
735,Conservative and Unionist Party,Political Party,700.92
736,Conservative and Unionist Party,Political Party,3681.0
737,Conservative and Unionist Party,Political Party,5000.0
738,Conservative and Unionist Party,Political Party,1900.0
739,Conservative and Unionist Party,Political Party,22475.0
740,Conservative and Unionist Party,Political Party,10000.0
741,Mr Boris Johnson MP,Regulated Donee,10000.0
742,Labour Party,Political Party,4000.0
743,Women's Equality Party,Political Party,2500.0
744,The Brexit Party,Political Party,75000.0
745,Conservative and Unionist Party,Political Party,50000.0
746,The Independent Group for Change,Political Party,25000.0
747,Mr Lloyd Russell-Moyle,Regulated Donee,6000.0
748,Mr Andrew Mitchell MP,Regulated Donee,5092.1
749,Liberal Democrats,Political Party,2810.0
750,Liberal Democrats,Political Party,25000.0
751,Labour Party,Political Party,2159.65
752,Labour Party,Political Party,1656.46
753,The Radical Party,Political Party,6000.0
754,Mr Boris Johnson MP,Regulated Donee,15000.0
755,Liberal Democrats,Political Party,3000.0
756,The Independent Group for Change,Political Party,50000.0
757,The Brexit Party,Political Party,50000.0
758,Labour Party,Political Party,1881.0
759,Liberal Democrats,Political Party,3000.0
760,Mr Rory Stewart MP,Regulated Donee,10000.0
761,UK Independence Party (UKIP),Political Party,20000.0
762,Conservative and Unionist Party,Political Party,9121.14
763,Mr Rory Stewart MP,Regulated Donee,5000.0
764,Conservative and Unionist Party,Political Party,4000.0
765,Conservative and Unionist Party,Political Party,9000.0
766,Conservative and Unionist Party,Political Party,16000.0
767,The Brexit Party,Political Party,100000.0
768,The Brexit Party,Political Party,25000.0
769,Liberal Democrats,Political Party,13750.0
770,Mr Rory Stewart MP,Regulated Donee,10000.0
771,Conservative and Unionist Party,Political Party,4000.0
772,Liberal Democrats,Political Party,2800.0
773,Liberal Democrats,Political Party,2000.0
774,Conservative and Unionist Party,Political Party,2579.0
775,Liberal Democrats,Political Party,5000.0
776,Conservative and Unionist Party,Political Party,2500.0
777,Conservative and Unionist Party,Political Party,2760.0
778,Conservative and Unionist Party,Political Party,8000.0
779,The Brexit Party,Political Party,9000.0
780,Conservative and Unionist Party,Political Party,5150.0
781,Liberal Democrats,Political Party,13750.0
782,The Brexit Party,Political Party,43000.0
783,Labour Party,Political Party,8000.0
784,Conservative and Unionist Party,Political Party,5000.0
785,The Brexit Party,Political Party,50000.0
786,Conservative and Unionist Party,Political Party,2000.0
787,Conservative and Unionist Party,Political Party,50000.0
788,The Rt Hon Sajid Javid MP,Regulated Donee,10000.0
789,Steve Brine,Regulated Donee,2500.0
790,The Rt Hon Sajid Javid MP,Regulated Donee,10000.0
791,The Rt Hon Sajid Javid MP,Regulated Donee,10000.0
792,Conservative and Unionist Party,Political Party,9000.0
793,The Rt Hon Sajid Javid MP,Regulated Donee,10000.0
794,The Rt Hon Sajid Javid MP,Regulated Donee,10000.0
795,Conservative and Unionist Party,Political Party,9000.0
796,Green Party,Political Party,25000.0
797,Blue Collar Conservatism Ltd,Regulated Donee,20000.0
798,Mr Ben Houchen,Regulated Donee,4000.0
799,Conservative and Unionist Party,Political Party,15000.0
800,Labour Party,Political Party,2000.0
801,Conservative and Unionist Party,Political Party,1968.76
802,Labour Party,Political Party,4109.0
803,Liberal Democrats,Political Party,1558.36
804,Liberal Democrats,Political Party,1731.71
805,Mr Andy Slaughter MP,Regulated Donee,10000.0
806,Labour Party,Political Party,5000.0
807,Green Party,Political Party,1000.0
808,Liberal Democrats,Political Party,10000.0
809,Labour Party,Political Party,4316.0
810,Conservative and Unionist Party,Political Party,9000.0
811,Labour Party,Political Party,115000.0
812,Scottish National Party (SNP),Political Party,60000.0
813,Liberal Democrats,Political Party,3000.0
814,Liberal Democrats,Political Party,3000.0
815,Liberal Democrats,Political Party,2500.0
816,Conservative and Unionist Party,Political Party,25000.0
817,Conservative and Unionist Party,Political Party,50000.0
818,Mr James Heappey,Regulated Donee,2500.0
819,Conservative and Unionist Party,Political Party,20000.0
820,Conservative and Unionist Party,Political Party,3000.0
821,Labour Party,Political Party,5000.0
822,Liberal Democrats,Political Party,50290.0
823,Conservative and Unionist Party,Political Party,50000.0
824,Labour Party,Political Party,6070.67
825,Liberal Democrats,Political Party,5400.0
826,Liberal Democrats,Political Party,24207.0
827,Conservative and Unionist Party,Political Party,50000.0
828,Liberal Democrats,Political Party,2000.0
829,Liberal Democrats,Political Party,1675.0
830,Labour Party,Political Party,2321.73
831,Women's Equality Party,Political Party,24000.0
832,Mr Andy Street,Regulated Donee,2700.0
833,Liberal Democrats,Political Party,6000.0
834,Conservative and Unionist Party,Political Party,1600.0
835,Conservative and Unionist Party,Political Party,9000.0
836,Labour Party,Political Party,2000.0
837,Ben Bradley,Regulated Donee,5000.0
838,Green Party,Political Party,600.0
839,Liberal Democrats,Political Party,2000.0
840,Liberal Democrats,Political Party,2175.0
841,Liberal Democrats,Political Party,4000.0
842,Labour Party,Political Party,10000.0
843,Labour Party,Political Party,1551.62
844,Mr Bill Esterson MP,Regulated Donee,5000.0
845,Mr Stephen Doughty,Regulated Donee,2125.0
846,Alison McGovern MP,Regulated Donee,2125.0
847,Mr Stephen Doughty,Regulated Donee,1750.0
848,Conservative and Unionist Party,Political Party,5000.0
849,Sinn Féin,Political Party,5475.0
850,Democratic Unionist Party - D.U.P.,Political Party,1465.53
851,Mr Andy Street,Regulated Donee,2500.0
852,Labour Party,Political Party,9956.0
853,Mr Andy Street,Regulated Donee,4853.0
854,Labour Party,Political Party,11725.0
855,Green Party,Political Party,100.0
856,Democratic Unionist Party - D.U.P.,Political Party,10719.71
857,Conservative/Unionist Members 1922 Committee,Regulated Donee,12500.0
858,Liberal Democrats,Political Party,1650.0
859,Conservative and Unionist Party,Political Party,25000.0
860,Conservative and Unionist Party,Political Party,10545.0
861,Conservative and Unionist Party,Political Party,21948.24
862,Conservative and Unionist Party,Political Party,50000.0
863,Conservative and Unionist Party,Political Party,12500.0
864,Liberal Democrats,Political Party,357323.84
865,Scottish National Party (SNP),Political Party,50000.0
866,Mr Damien Moore,Regulated Donee,6500.0
867,The Rt Hon Liam Byrne MP,Regulated Donee,5000.0
868,Conservative and Unionist Party,Political Party,2500.0
869,Conservative and Unionist Party,Political Party,25000.0
870,Conservative and Unionist Party,Political Party,50000.0
871,Conservative and Unionist Party,Political Party,50000.0
872,Conservative and Unionist Party,Political Party,12500.0
873,Scottish National Party (SNP),Political Party,151257.2
874,Conservative and Unionist Party,Political Party,25000.0
875,Conservative and Unionist Party,Political Party,3000.0
876,Conservative and Unionist Party,Political Party,25000.0
877,Conservative and Unionist Party,Political Party,50000.0
878,Labour Party,Political Party,1914.99
879,Mr Stephen Metcalfe MP,Regulated Donee,7000.0
880,Conservative and Unionist Party,Political Party,10000.0
881,The Rt Hon Sajid Javid MP,Regulated Donee,2500.0
882,Conservative and Unionist Party,Political Party,50000.0
883,Labour Party,Political Party,36291.66
884,Conservative and Unionist Party,Political Party,300000.0
885,Stephen Kinnock MP,Regulated Donee,7000.0
886,Conservative and Unionist Party,Political Party,3320.0
887,Conservative and Unionist Party,Political Party,4000.0
888,Conservative and Unionist Party,Political Party,8000.0
889,Liberal Democrats,Political Party,5000.0
890,Liberal Democrats,Political Party,5000.0
891,Mr Joseph Johnson,Regulated Donee,3048.64
892,Ulster Unionist Party,Political Party,1581.33
893,Liberal Democrats,Political Party,53661.33
